code,name,description,refreshed_at
GODREJIND,Godrej Industries Limited,Historical prices for Godrej Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: GODREJIND<br><br>ISIN: INE233A01035,14/08/2020
GODREJPROP,Godrej Properties Limited,Historical prices for Godrej Properties Limited<br><br>National Stock Exchange of India<br><br>Ticker: GODREJPROP<br><br>ISIN: INE484J01027,15/08/2020
GOENKA,Goenka Diamond and Jewels Limited,Historical prices for Goenka Diamond and Jewels Limited<br><br>National Stock Exchange of India<br><br>Ticker: GOENKA<br><br>ISIN: INE516K01024,16/08/2020
GOKEX,Gokaldas Exports Limited,Historical prices for Gokaldas Exports Limited<br><br>National Stock Exchange of India<br><br>Ticker: GOKEX<br><br>ISIN: INE887G01027,17/08/2020
GOKUL,Gokul Refoils and Solvent Limited,Historical prices for Gokul Refoils and Solvent Limited<br><br>National Stock Exchange of India<br><br>Ticker: GOKUL<br><br>ISIN: INE020J01029,18/08/2020
GOKULAGRO,Gokul Agro Resources Limited,Historical prices for Gokul Agro Resources Limited<br><br>National Stock Exchange of India<br><br>Ticker: GOKULAGRO<br><br>ISIN: INE314T01025,19/08/2020
GOLDBEES,R*Shares Gold BeES,Historical prices for R*Shares Gold BeES<br><br>National Stock Exchange of India<br><br>Ticker: GOLDBEES<br><br>ISIN: INF732E01102,20/08/2020
GOLDENTOBC,Golden Tobacco Limited,Historical prices for Golden Tobacco Limited<br><br>National Stock Exchange of India<br><br>Ticker: GOLDENTOBC<br><br>ISIN: INE973A01010,21/08/2020
GOLDIAM,Goldiam International Limited,Historical prices for Goldiam International Limited<br><br>National Stock Exchange of India<br><br>Ticker: GOLDIAM<br><br>ISIN: INE025B01017,22/08/2020
GOLDINFRA,Goldstone Infratech Limited,Historical prices for Goldstone Infratech Limited<br><br>National Stock Exchange of India<br><br>Ticker: GOLDINFRA<br><br>ISIN: INE260D01016,23/08/2020
GOLDIWIN,ICICI Prudential Gold Exchange Traded Fund,Historical prices for ICICI Prudential Gold Exchange Traded Fund<br><br>National Stock Exchange of India<br><br>Ticker: GOLDIWIN<br><br>ISIN: INF109KB1WF4,24/08/2020
GOLDSHARE,UTI Mutual Fund - UTI Gold Exchange Traded Fund,Historical prices for UTI Mutual Fund - UTI Gold Exchange Traded Fund<br><br>National Stock Exchange of India<br><br>Ticker: GOLDSHARE<br><br>ISIN: INF789F01059,25/08/2020
GOLDTECH,Goldstone Technologies Limited,Historical prices for Goldstone Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: GOLDTECH<br><br>ISIN: INE805A01014,26/08/2020
GOODLUCK,Goodluck India Limited,Historical prices for Goodluck India Limited<br><br>National Stock Exchange of India<br><br>Ticker: GOODLUCK<br><br>ISIN: INE127I01024,27/08/2020
GPIL,Godawari Power And Ispat limited,Historical prices for Godawari Power And Ispat limited<br><br>National Stock Exchange of India<br><br>Ticker: GPIL<br><br>ISIN: INE177H01013,28/08/2020
GPPL,Gujarat Pipavav Port Limited,Historical prices for Gujarat Pipavav Port Limited<br><br>National Stock Exchange of India<br><br>Ticker: GPPL<br><br>ISIN: INE517F01014,29/08/2020
GPTINFRA,GPT Infraprojects Limited,Historical prices for GPT Infraprojects Limited<br><br>National Stock Exchange of India<br><br>Ticker: GPTINFRA<br><br>ISIN: INE390G01014,30/08/2020
GRABALALK,Grabal Alok Impex Limited,"Historical prices for Grabal Alok Impex Limited (GRABALALK), (ISIN: INE012D01011),  National Stock Eschange of India.",31/08/2020
GRANULES,Granules India Limited,Historical prices for Granules India Limited<br><br>National Stock Exchange of India<br><br>Ticker: GRANULES<br><br>ISIN: INE101D01020,1/09/2020
GRAPHITE,Graphite India Limited,Historical prices for Graphite India Limited<br><br>National Stock Exchange of India<br><br>Ticker: GRAPHITE<br><br>ISIN: INE371A01025,2/09/2020
GRASIM,Grasim Industries Limited,Historical prices for Grasim Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: GRASIM<br><br>ISIN: INE047A01021,3/09/2020
GRAVITA,Gravita India Limited,Historical prices for Gravita India Limited<br><br>National Stock Exchange of India<br><br>Ticker: GRAVITA<br><br>ISIN: INE024L01027,4/09/2020
GREAVESCOT,Greaves Cotton Limited,Historical prices for Greaves Cotton Limited<br><br>National Stock Exchange of India<br><br>Ticker: GREAVESCOT<br><br>ISIN: INE224A01026,5/09/2020
GREENFIRE,Green Fire Agri Commodities Limited,Historical prices for Green Fire Agri Commodities Limited<br><br>National Stock Exchange of India<br><br>Ticker: GREENFIRE<br><br>ISIN: INE217G01027,6/09/2020
GREENLAM,Greenlam Industries Limited,Historical prices for Greenlam Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: GREENLAM<br><br>ISIN: INE544R01013,7/09/2020
GREENPLY,Greenply Industries Limited,Historical prices for Greenply Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: GREENPLY<br><br>ISIN: INE461C01038,8/09/2020
GREENPOWER,Orient Green Power Company Limited,Historical prices for Orient Green Power Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: GREENPOWER<br><br>ISIN: INE999K01014,9/09/2020
GRINDWELL,Grindwell Norton Limited,Historical prices for Grindwell Norton Limited<br><br>National Stock Exchange of India<br><br>Ticker: GRINDWELL<br><br>ISIN: INE536A01023,10/09/2020
GROBTEA,The Grob Tea Company Limited,Historical prices for The Grob Tea Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: GROBTEA<br><br>ISIN: INE646C01018,11/09/2020
GRPLTD,GRP Limited,Historical prices for GRP Limited<br><br>National Stock Exchange of India<br><br>Ticker: GRPLTD<br><br>ISIN: INE137I01015,12/09/2020
GRUH,Gruh Finance Limited,Historical prices for Gruh Finance Limited<br><br>National Stock Exchange of India<br><br>Ticker: GRUH<br><br>ISIN: INE580B01029,13/09/2020
GSCLCEMENT,Gujarat Sidhee Cement Limited,Historical prices for Gujarat Sidhee Cement Limited<br><br>National Stock Exchange of India<br><br>Ticker: GSCLCEMENT<br><br>ISIN: INE542A01039,14/09/2020
GSFC,Gujarat State Fertilizers & Chemicals Limited,Historical prices for Gujarat State Fertilizers & Chemicals Limited<br><br>National Stock Exchange of India<br><br>Ticker: GSFC<br><br>ISIN: INE026A01025,15/09/2020
GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,Historical prices for GlaxoSmithKline Consumer Healthcare Limited<br><br>National Stock Exchange of India<br><br>Ticker: GSKCONS<br><br>ISIN: INE264A01014,16/09/2020
GSLNOVA,GSL Nova Petrochemicals Limited,"Historical prices for GSL Nova Petrochemicals Limited (GSLNOVA), (ISIN: INE787A01022),  National Stock Exchange of India.",17/09/2020
GSPL,Gujarat State Petronet Limited,Historical prices for Gujarat State Petronet Limited<br><br>National Stock Exchange of India<br><br>Ticker: GSPL<br><br>ISIN: INE246F01010,18/09/2020
GSS,GSS Infotech Limited,Historical prices for GSS Infotech Limited<br><br>National Stock Exchange of India<br><br>Ticker: GSS<br><br>ISIN: INE871H01011,19/09/2020
GTL,GTL Limited,Historical prices for GTL Limited<br><br>National Stock Exchange of India<br><br>Ticker: GTL<br><br>ISIN: INE043A01012,20/09/2020
GTLINFRA,GTL Infrastructure Limited,Historical prices for GTL Infrastructure Limited<br><br>National Stock Exchange of India<br><br>Ticker: GTLINFRA<br><br>ISIN: INE221H01019,21/09/2020
GTNIND,GTN Industries Limited,Historical prices for GTN Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: GTNIND<br><br>ISIN: INE537A01013,22/09/2020
GTNTEX,GTN Textiles Limited,Historical prices for GTN Textiles Limited<br><br>National Stock Exchange of India<br><br>Ticker: GTNTEX<br><br>ISIN: INE302H01017,23/09/2020
GTOFFSHORE,GOL Offshore Limited,Historical prices for GOL Offshore Limited<br><br>National Stock Exchange of India<br><br>Ticker: GTOFFSHORE<br><br>ISIN: INE892H01017,24/09/2020
GTPL,GTPL Hathway Limited,Historical prices for GTPL Hathway Limited<br><br>National Stock Exchange of India<br><br>Ticker: GTPL<br><br>ISIN: INE869I01013,25/09/2020
GUFICBIO,Gufic Biosciences Limited,Historical prices for Gufic Biosciences Limited<br><br>National Stock Exchange of India<br><br>Ticker: GUFICBIO<br><br>ISIN: INE742B01025,26/09/2020
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Historical prices for Gujarat Alkalies and Chemicals Limited<br><br>National Stock Exchange of India<br><br>Ticker: GUJALKALI<br><br>ISIN: INE186A01019,27/09/2020
GUJAPOLLO,Gujarat Apollo Industries Limited,Historical prices for Gujarat Apollo Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: GUJAPOLLO<br><br>ISIN: INE826C01016,28/09/2020
GUJFLUORO,Gujarat Fluorochemicals Limited,Historical prices for Gujarat Fluorochemicals Limited<br><br>National Stock Exchange of India<br><br>Ticker: GUJFLUORO<br><br>ISIN: INE538A01037,29/09/2020
GUJGASLTD,Gujarat Gas Limited,Historical prices for Gujarat Gas Limited<br><br>National Stock Exchange of India<br><br>Ticker: GUJGASLTD<br><br>ISIN: INE844O01022,30/09/2020
GUJNRECOKE,Gujarat NRE Coke Limited,Historical prices for Gujarat NRE Coke Limited<br><br>National Stock Exchange of India<br><br>Ticker: GUJNRECOKE<br><br>ISIN: INE110D01013,1/10/2020
GUJNREDVR,Gujarat NRE Coke Limited,Historical prices for Gujarat NRE Coke Limited<br><br>National Stock Exchange of India<br><br>Ticker: GUJNREDVR<br><br>ISIN: IN9110D01011,2/10/2020
GUJRAFFIA,Gujarat Raffia Industries Limited,Historical prices for Gujarat Raffia Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: GUJRAFFIA<br><br>ISIN: INE610B01024,3/10/2020
GUJRATGAS,Gujarat Gas Company Limited,"Historical prices for Gujarat Gas Company Limited (GUJRATGAS), (ISIN: INE374A01029),  National Stock Exchange of India.",4/10/2020
GUJSIDHCEM,Gujarat Sidhee Cements Limited,"Historical prices for Gujarat Sidhee Cements Limited (GUJSIDHCEM), (ISIN: INE542A01013),  National Stock Exchange of India.",5/10/2020
GUJSTATFIN,Gujarat State Financial Corporation,Historical prices for Gujarat State Financial Corporation<br><br>National Stock Exchange of India<br><br>Ticker: GUJSTATFIN<br><br>ISIN: INE944A01011,6/10/2020
GULFCORP,Gulf Oil Corporation Limited,Historical prices for Gulf Oil Corporation Limited<br><br>National Stock Exchange of India<br><br>Ticker: GULFCORP<br><br>ISIN: INE077F01035,7/10/2020
GULFOILCOR,Gulf Oil Corporation Limited,"Historical prices for Gulf Oil Corporation Limited (GULFOILCOR), (ISIN: INE077F01027),  National Stock Exchange of India.",8/10/2020
GULFOILLUB,Gulf Oil Lubricants India Limited,Historical prices for Gulf Oil Lubricants India Limited<br><br>National Stock Exchange of India<br><br>Ticker: GULFOILLUB<br><br>ISIN: INE635Q01029,9/10/2020
GULFPETRO,GP Petroleums Limited,Historical prices for GP Petroleums Limited<br><br>National Stock Exchange of India<br><br>Ticker: GULFPETRO<br><br>ISIN: INE586G01017,10/10/2020
GULPOLY,Gulshan Polyols Limited,Historical prices for Gulshan Polyols Limited<br><br>National Stock Exchange of India<br><br>Ticker: GULPOLY<br><br>ISIN: INE255D01024,11/10/2020
GVKPIL,GVK Power & Infrastructure Limited,Historical prices for GVK Power & Infrastructure Limited<br><br>National Stock Exchange of India<br><br>Ticker: GVKPIL<br><br>ISIN: INE251H01024,12/10/2020
HAL,Hindustan Aeronautics Limited,Historical prices for Hindustan Aeronautics Limited<br><br>National Stock Exchange of India<br><br>Ticker: HAL<br><br>ISIN: INE066F01012,13/10/2020
HALONIX,Halonix Limited,"Historical prices for Halonix Limited (HALONIX), (ISIN: INE455B01016),  National Stock Exchange of India.",14/10/2020
HANUNG,Hanung Toys and Textiles Limited,Historical prices for Hanung Toys and Textiles Limited<br><br>National Stock Exchange of India<br><br>Ticker: HANUNG<br><br>ISIN: INE648H01013,15/10/2020
HARITASEAT,Harita Seating Systems Limited,Historical prices for Harita Seating Systems Limited<br><br>National Stock Exchange of India<br><br>Ticker: HARITASEAT<br><br>ISIN: INE939D01015,16/10/2020
HARRMALAYA,Harrisons Malayalam Limited,Historical prices for Harrisons Malayalam Limited<br><br>National Stock Exchange of India<br><br>Ticker: HARRMALAYA<br><br>ISIN: INE544A01019,17/10/2020
HATHWAY,Hathway Cable & Datacom Limited,Historical prices for Hathway Cable & Datacom Limited<br><br>National Stock Exchange of India<br><br>Ticker: HATHWAY<br><br>ISIN: INE982F01036,18/10/2020
HATSUN,Hatsun Agro Product Limited,Historical prices for Hatsun Agro Product Limited<br><br>National Stock Exchange of India<br><br>Ticker: HATSUN<br><br>ISIN: INE473B01035,19/10/2020
HAVELLS,Havells India Limited,Historical prices for Havells India Limited<br><br>National Stock Exchange of India<br><br>Ticker: HAVELLS<br><br>ISIN: INE176B01034,20/10/2020
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,Historical prices for Sri Havisha Hospitality and Infrastructure Limited<br><br>National Stock Exchange of India<br><br>Ticker: HAVISHA<br><br>ISIN: INE293B01029,21/10/2020
HBLPOWER,HBL Power Systems Limited,Historical prices for HBL Power Systems Limited<br><br>National Stock Exchange of India<br><br>Ticker: HBLPOWER<br><br>ISIN: INE292B01021,22/10/2020
HBSL,HB Stockholdings Limited,Historical prices for HB Stockholdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: HBSL<br><br>ISIN: INE550B01022,23/10/2020
HBSTOCK,HB Stockholdings Limited,Historical prices for HB Stockholdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: HBSTOCK<br><br>ISIN: INE550B01014,24/10/2020
HCC,Hindustan Construction Company Limited,Historical prices for Hindustan Construction Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: HCC<br><br>ISIN: INE549A01026,25/10/2020
HCG,Healthcare Global Enterprises Limited,Historical prices for Healthcare Global Enterprises Limited<br><br>National Stock Exchange of India<br><br>Ticker: HCG<br><br>ISIN: INE075I01017,26/10/2020
HCIL,Himadri Chemicals and Industries Limited,Historical prices for Himadri Chemicals and Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: HCIL<br><br>ISIN: INE019C01026,27/10/2020
HCL_INSYS,HCL Infosystems Limited,Historical prices for HCL Infosystems Limited<br><br>National Stock Exchange of India<br><br>Ticker: HCL_INSYS<br><br>ISIN: INE236A01020,28/10/2020
HCLTECH,HCL Technologies Limited,Historical prices for HCL Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: HCLTECH<br><br>ISIN: INE860A01027,29/10/2020
HDFC,Housing Development Finance Corporation Limited,Historical prices for Housing Development Finance Corporation Limited<br><br>National Stock Exchange of India<br><br>Ticker: HDFC<br><br>ISIN: INE001A01036,30/10/2020
HDFCAMC,HDFC Asset Management Company Limited,Historical prices for HDFC Asset Management Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: HDFCAMC<br><br>ISIN: INE127D01025,31/10/2020
HDFCBANK,HDFC Bank Limited,Historical prices for HDFC Bank Limited<br><br>National Stock Exchange of India<br><br>Ticker: HDFCBANK<br><br>ISIN: INE040A01026,1/11/2020
HDFCLIFE,HDFC Standard Life Insurance Company Limited,Historical prices for HDFC Standard Life Insurance Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: HDFCLIFE<br><br>ISIN: INE795G01014,2/11/2020
HDFCMFGETF,HDFC Mutual Fund-HDFC Gold Exchange Traded Fund,Historical prices for HDFC Mutual Fund-HDFC Gold Exchange Traded Fund<br><br>National Stock Exchange of India<br><br>Ticker: HDFCMFGETF<br><br>ISIN: INF179K01CN1,3/11/2020
HDFCNIFETF,HDFCAMC - HDFCNIFETF,Historical prices for HDFCAMC - HDFCNIFETF<br><br>National Stock Exchange of India<br><br>Ticker: HDFCNIFETF<br><br>ISIN: INF179KB1KP3,4/11/2020
HDFCSENETF,HDFCAMC - HDFCSENETF,Historical prices for HDFCAMC - HDFCSENETF<br><br>National Stock Exchange of India<br><br>Ticker: HDFCSENETF<br><br>ISIN: INF179KB1KQ1,5/11/2020
HDIL,Housing Development and Infrastructure Limited,Historical prices for Housing Development and Infrastructure Limited<br><br>National Stock Exchange of India<br><br>Ticker: HDIL<br><br>ISIN: INE191I01012,6/11/2020
HEG,HEG Limited,Historical prices for HEG Limited<br><br>National Stock Exchange of India<br><br>Ticker: HEG<br><br>ISIN: INE545A01016,7/11/2020
HEIDELBERG,HeidelbergCement India Limited,Historical prices for HeidelbergCement India Limited<br><br>National Stock Exchange of India<br><br>Ticker: HEIDELBERG<br><br>ISIN: INE578A01017,8/11/2020
HELIOSMATH,Helios And Matheson Information Technology Limited,Historical prices for Helios And Matheson Information Technology Limited<br><br>National Stock Exchange of India<br><br>Ticker: HELIOSMATH<br><br>ISIN: INE674B01012,9/11/2020
HERCULES,Hercules Hoists Limited,Historical prices for Hercules Hoists Limited<br><br>National Stock Exchange of India<br><br>Ticker: HERCULES<br><br>ISIN: INE688E01024,10/11/2020
HERITGFOOD,Heritage Foods Limited,Historical prices for Heritage Foods Limited<br><br>National Stock Exchange of India<br><br>Ticker: HERITGFOOD<br><br>ISIN: INE978A01027,11/11/2020
